web_scraper_order,web_scraper_start_url,image,type,prix,adresse
"1766586685-133","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2413603_uploaded_image1_1594218439.jpg","Crampons","15 000CFA","Dakar, Sénégal"
"1766586685-134","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2413591_uploaded_image1_1594218340.jpg","Baskets","18 000CFA","Dakar, Sénégal"
"1766586685-135","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2413374_uploaded_image1_1594216339.jpg","Chaussures homme","Prix sur demande","Mbour, Sénégal"
"1766586685-136","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2412999_uploaded_image1_1594213006.jpg","Chaussures hommes","4 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586685-137","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2412414_uploaded_image1_1594206804.jpg","Chaussures homme","Prix sur demande","Patte d'oie, Dakar, Sénégal"
"1766586685-138","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2412111_uploaded_image2_1594203323.jpeg","Sandales homme","6 000CFA","Dakar, Sénégal"
"1766586685-139","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2411133_uploaded_image1_1594193574.jpg","Sandales cuir","10 000CFA","Dakar, Sénégal"
"1766586685-140","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2411122_uploaded_image1_1594193496.jpg","Sandales homme","10 000CFA","Dakar, Sénégal"
"1766586685-141","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2411118_uploaded_image1_1594193458.jpg","Sandales cuir","10 000CFA","Dakar, Sénégal"
"1766586685-142","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2410627_uploaded_image1_1594171427.jpg","Chaussures Walabees","15 000CFA","Dakar, Sénégal"
"1766586685-143","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2410086_uploaded_image1_1594162733.jpg","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586685-144","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2410054_uploaded_image1_1594162481.jpg","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586685-145","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2410044_uploaded_image1_1594162399.jpg","Babouches homme","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586685-146","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2410035_uploaded_image1_1594162318.jpg","Chaussures","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586685-147","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2408789_uploaded_image1_1594145984.jpg","Chaussures Nike","5 000CFA","Dakar, Sénégal"
"1766586685-148","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2408786_uploaded_image1_1594145954.jpg","Sandales Jordan","6 000CFA","Dakar, Sénégal"
"1766586685-149","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2408130_uploaded_image1_1594138220.jpg","Chaussures en Cuir","10 000CFA","Parcelle Assainies, Dakar, Sénégal"
"1766586685-150","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2407925_uploaded_image2_1594136244.jpeg","Chaussures homme","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586685-151","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2407919_uploaded_image1_1594136173.jpg","Chaussures homme","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586685-152","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2407907_uploaded_image1_1594136031.jpg","Baskets homme","12 000CFA","Grand Yoff, Dakar, Sénégal"
"1766586685-153","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2407502_uploaded_image1_1594131758.jpg","Chaussures mixtes","15 000CFA","Yoff, Dakar, Sénégal"
"1766586685-154","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2407406_uploaded_image2_1594131017.jpeg","Chaussure homme","Prix sur demande","Dakar, Sénégal"
"1766586685-155","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2407155_uploaded_image1_1594128347.jpg","Espadrilles","2 000CFA","Hann Bel-Air, Dakar, Sénégal"
"1766586685-156","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2406878_uploaded_image1_1594125454.jpg","Baskets homme","25 000CFA","Dakar, Sénégal"
"1766586685-157","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2406847_uploaded_image1_1594125168.jpg","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal"
"1766586685-158","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2406707_uploaded_image1_1594123519.jpg","Chaussures homme","20 000CFA","Dakar Plateau, Dakar, Sénégal"
"1766586685-159","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2405943_uploaded_image1_1594116120.jpg","Sandales homme","6 500CFA","Mbour, Sénégal"
"1766586685-160","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2405877_uploaded_image1_1594115524.jpg","Chaussures homme","6 500CFA","Mbour, Sénégal"
"1766586685-161","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2405581_uploaded_image1_1594111769.jpg","Baskets Adidas Pharell","15 000CFA","Dakar, Sénégal"
"1766586685-162","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2405573_uploaded_image1_1594111689.jpg","Baskets Nike AF 1","22 000CFA","Dakar, Sénégal"
"1766586685-163","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2405564_uploaded_image1_1594111628.jpg","Baskets Nike Air 200","20 000CFA","Dakar, Sénégal"
"1766586685-164","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2404896_uploaded_image1_1594099527.jpg","Chaussures homme","6 000CFA","Dakar, Sénégal"
"1766586685-165","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2404532_uploaded_image1_1594082221.jpg","Babouches homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal"
"1766586685-166","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2404301_uploaded_image1_1594078880.jpg","Baskets Puma","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586685-167","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2404289_uploaded_image1_1594078788.jpg","Chaussures Hommes","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586685-168","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","https://images.coinafrique.com/thumb_2404279_uploaded_image1_1594078656.jpg","Baskets","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586689-169","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428663_uploaded_image1_1594510637.jpg","Chaussures homme","Prix sur demande","Guediawaye, Dakar, Sénégal"
"1766586689-170","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428647_uploaded_image1_1594509987.jpg","Chaussures Adidas Yeezy","20 000CFA","Dakar, Sénégal"
"1766586689-171","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428509_uploaded_image1_1594505739.jpg","Sandales homme","40 000CFA","Dakar, Sénégal"
"1766586689-172","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428507_uploaded_image1_1594505703.jpg","Sandales homme","40 000CFA","Dakar, Sénégal"
"1766586689-173","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428423_uploaded_image1_1594503917.jpg","Chaussures de ville","30 000CFA","Dakar, Sénégal"
"1766586689-174","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428418_uploaded_image1_1594503879.jpg","Chaussures de ville","30 000CFA","Dakar, Sénégal"
"1766586689-175","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428409_uploaded_image1_1594503659.jpg","Baskets LeBron James","20 000CFA","Dakar, Sénégal"
"1766586689-176","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428408_uploaded_image1_1594503618.jpg","Baskets Jordan One","60 000CFA","Dakar, Sénégal"
"1766586689-177","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428400_uploaded_image1_1594503498.jpg","Baskets Nike AF","20 000CFA","Dakar, Sénégal"
"1766586689-178","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428398_uploaded_image1_1594503451.jpg","Baskets Adidas Pharell","Prix sur demande","Dakar, Sénégal"
"1766586689-179","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428393_uploaded_image1_1594503355.jpg","Baskets New Balance","25 000CFA","Dakar, Sénégal"
"1766586689-180","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428390_uploaded_image1_1594503300.jpg","Baskets Nike Under","25 000CFA","Dakar, Sénégal"
"1766586689-181","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428388_uploaded_image1_1594503249.jpg","Chaussures Puma","22 000CFA","Dakar, Sénégal"
"1766586689-182","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428386_uploaded_image1_1594503210.jpg","Baskets Nike Air 200","18 000CFA","Dakar, Sénégal"
"1766586689-183","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428383_uploaded_image1_1594503156.jpg","Baskets Nike AF","23 500CFA","Dakar, Sénégal"
"1766586689-184","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428380_uploaded_image1_1594503118.jpg","Baskets Nike","20 000CFA","Dakar, Sénégal"
"1766586689-185","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428378_uploaded_image1_1594503088.jpg","Baskets Nike 270","22 500CFA","Dakar, Sénégal"
"1766586689-186","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428374_uploaded_image1_1594503039.jpg","Baskets Nike","23 500CFA","Dakar, Sénégal"
"1766586689-187","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428346_uploaded_image1_1594502088.jpg","Sandales homme","4 000CFA","Biscuiterie, Dakar, Sénégal"
"1766586689-188","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428308_uploaded_image1_1594500905.jpg","Baskets Nike AF","22 500CFA","Dakar, Sénégal"
"1766586689-189","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428305_uploaded_image1_1594500865.jpg","Baskets Jordan One","25 000CFA","Dakar, Sénégal"
"1766586689-190","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428303_uploaded_image1_1594500805.jpg","Baskets Adidas","22 000CFA","Dakar, Sénégal"
"1766586689-191","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428302_uploaded_image1_1594500768.jpg","Baskets Jordan","25 000CFA","Dakar, Sénégal"
"1766586689-192","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2428299_uploaded_image1_1594500710.jpg","Baskets Nike AF","22 500CFA","Dakar, Sénégal"
"1766586689-193","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427499_uploaded_image1_1594480857.jpg","Chaussures Vans old school","15 000CFA","Dakar, Sénégal"
"1766586689-194","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427490_uploaded_image1_1594480676.jpg","Baskets Adidas Stan Smith","15 000CFA","Dakar, Sénégal"
"1766586689-195","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427481_uploaded_image1_1594480556.jpg","Tennis Adidas Stan Smith","15 000CFA","Dakar, Sénégal"
"1766586689-196","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427473_uploaded_image1_1594480391.jpg","Baskets Adidas Stan Smith","15 000CFA","Dakar, Sénégal"
"1766586689-197","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427468_uploaded_image1_1594480260.jpg","Chaussures Wallabees","20 000CFA","Dakar, Sénégal"
"1766586689-198","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427459_uploaded_image1_1594480065.jpg","Baskets Jordan One","50 000CFA","Dakar, Sénégal"
"1766586689-199","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427449_uploaded_image1_1594479815.jpg","Baskets Travis Scott","Prix sur demande","Dakar, Sénégal"
"1766586689-200","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427386_uploaded_image1_1594478744.jpg","Chaussures Jordan One","Prix sur demande","Dakar, Sénégal"
"1766586689-201","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2427284_uploaded_image1_1594476878.jpg","Baskets","12 000CFA","Rufisque, Sénégal"
"1766586689-202","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2426048_uploaded_image1_1594459374.jpg","Sandales","5 000CFA","Dakar, Sénégal"
"1766586689-203","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2426047_uploaded_image1_1594459331.jpg","Sandales 270","5 000CFA","Dakar, Sénégal"
"1766586689-204","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2426043_uploaded_image1_1594459283.jpg","Baskets Puma","13 500CFA","Dakar, Sénégal"
"1766586689-205","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2426042_uploaded_image1_1594459258.jpg","Chaussures Puma","13 500CFA","Dakar, Sénégal"
"1766586689-206","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2425723_uploaded_image1_1594453915.jpg","Sandales Homme","100 009CFA","Dakar, Sénégal"
"1766586689-207","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2425719_uploaded_image1_1594453877.jpg","Sandales Homme","10 000CFA","Dakar, Sénégal"
"1766586689-208","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2425718_uploaded_image1_1594453800.jpg","Sandales en cuir","10 000CFA","Dakar, Sénégal"
"1766586689-209","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2425712_uploaded_image1_1594453663.jpg","Sandales cuirs","10 000CFA","Dakar, Sénégal"
"1766586689-210","https://sn.coinafrique.com/categorie/chaussures-homme?page=117","https://images.coinafrique.com/thumb_2425691_uploaded_image1_1594453237.jpg","Sandales","5 000CFA","Dakar, Sénégal"
